"year"|"congress"|"title"|"abstract"|"link"|"tags"
"1997"|"14C3"|"EC-Karten Unsecurityz Status Quo"|"(Referenten: Andy Müller-Maguhn, Andreas Bogk, Markus Kuhn)"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Bits auf dem Draht - IP-Netzen auf die Kabel geschaut"|"(Referent: Jan Haul)  Teil 1 - Netzwerkmanagement: - Wie erkenne ich Netzprobleme? - Was kann ich tun, um fruehzeitig Probleme zu loesen? - SNMP, Ping, Traceroute - Welche freie Software gibt es dafuer?  Vortrag mit praktischen Beispielen: Scotty/TkIned unter Linux am Congress-Netz Teil 2 - Analyse laufender Daten: - Wie sehen die Daten auf einem echten Netz aus? - Wie kann ich in die Pakete sehen? - Welche Risiken birgt das?"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"hackz Chipcards (Teil 1): Gewaltfrei (Referent: Rüdiger Weiss)"|"Stichworte: Timinganalyse (Kocher), Differential Fault Analysis (Grundlagen), RSA/CRT ""one strike and you´re out"", ..."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Social Engeneering"|"Vorführung eines Telekom internen Schulungsfilmes zur Immunisierung von Mitarbeitern gegenüber social engeneering mit anschließender Diskussion.  Auf dem Podium Jürgen Haag (Telekom, Leiter des Zentrums für Netzsecurityz), Andy Müller-Maguhn (Versuch der Moderation)"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Steganographie"|"(Referent: Lutz Donnerhackze)  Daten in Daten verstecken. Den Schnüfflern auf der Nase rumtanzen. Das Geheimtelefon im Bildtelefon. Verdeckte Kanäle. Verdächtig gutes Rauschen. Urheberschaftsbeweise von Texten und Bildern. 622 MBps für alle."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"hackz Chipcards (Teil 2): Gewalttätig (Referent: Markus Kuhn, Tron)"|"Eher hardwareorientierte Methoden des schöpferisch kritischen Umgangs mit Chipkartentechnologie...  < Wir erlauben uns vorr. die Veranstaltung mit rechtlichen Hinweisen zu würzen. >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Adbusting: Markenhackzen (Referenten: Paul Kalkbrenner, Tim Pritlove)"|"""World War III will be a guerrilla information war."" Marshall McLuhan - Diskussion und Fallbeispiele, Abgründe deutscher Rechtsprechung, Humor als Waffe, T-Shirts als Medium"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Open Source Processing (Referent: Frank Rieger)"|"Suche, Klassifizierung und Verwertung von öffentlich zugänglichen Informationen."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Unsecurityz in IP-Netzen (Referent: Christian Carstensen)"|"< Kurzvorstellung noch zu lang >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Wirtschaftsspionage, innere securityz und Kryptoreglementierung"|"Vorstellung der Pläne des Innenministeriums, der Sichtweise des Chaos Computer Club und anschließende Podiumsdiskussion.  Referenten: Ministerial-Direktor Rupprecht (Bundesinnenministerium, z.Zt. unklar), Andy Müller-Maguhn (Chaos Computer Club)"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Einrichtung von Computernetzen zur sinnvollen Nutzung"|"Referent: Hartwig Thomas  < Kurzvorstellung zu lang >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"hackz Chipcards (3): Anwendungen"|"Referenten: (Andreas Bogk, Markus Kuhn, Ruediger Weiss, Tron) ZKA-Geldkarte, Pay-TV"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Lockpicking Meisterschaften des SSD e.V."|"< Kurzvorstellung liegt noch nicht vor >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"JoJo-Workshop (Vorturner: padeluun)"|"< Kurzvorstellung liegt noch nicht vor >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Die Karl Koch & KGB-Geschichte als Film: ""23"""|"Zwischenschnittvorführung eines im Herbst 98 erscheinenden Kinofilms über Karl Koch, seinen Werdegang und die KGB-Geschichte in den 80er Jahren. Diskussion mit Drehbuchautor, Regisseur und Hauptdarsteller über Ihre Recherchen zur Geschichte und ihren Realitätsblick auf diesen Teil der Szene."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"hackz for Money: Wirtschaftsspionage"|"(Vortrag + Diskussion: Referenten: Andy Müller-Maguhn, Frank Rieger und N.N.)  Anfängerz über Techniken, Verfahrensweisen, Abwehrmethoden und Fallbeispiele der Wirtschaftsspionage und der Anwendung von Telekommunikationstechnologien."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Wie funktioniert ein Internet-Provider (Referent: Ulf Zimmermann)"|"Stichworte: Peering, Leistungs- und Netzmanagement"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Dummheit in Netzen, Teil Unklar: ""Keine Bewegung"""|"(Referent: padeluun)  < Kurzvorstellung liegt noch nicht vor >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Marktübersicht: Mobilfunk-Netze in Deutschland"|"(Referent: Alexander Andrae)  Stichworte: Netzbetreiber, Service-Provider, Tarife, Provisionen..."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Integrated Services Internet - Zukunft des Internet (Referent: Bjoern Rupp)"|"Mail, Web, Telefon und Videokonferenz - technisch sinnvoll? Oekonomisch bezahlbar? Wenn ja, für wen? Datenbürgersteige vs. Autobahn, Quality of Service, Prioritäten, Bandbreitengarantien und wer dafür bezahlt - Vorstellung und Diskussion über die Zukunft des Netzes, an der z.Zt. geschraubt wird."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Internet-Telefonie: Entwicklung und Status"|"(Referent: Olaf Strawe)  < Kurzvorstellung liegt noch nicht vor >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"GSM-Geräte und Schnittstellen"|"(Referent: Quark Telefonmann)  Aufbau und Funktionsweise von GSM-Telefonen, flexible Datenbereiche, Schnittstellen."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"GSM-hackz (Referent: Frank Rieger u.a.)"|"Stichworte: IMSI-Catcher, Ross Anderson - Konzept"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"The yearly technical update about Infowar (Referent: Frank Rieger)"|"Prinzip, Aufbau, Wirkungsweise und Anwendung eines nicht-nuklearen EMP´s"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Premium Rate Services (Referent: Steffen Wernery)"|"< Kurzvorstellung liegt noch nicht vor >"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Gesetzliche Überwachungspflichten von Netzbetreiber und Service-Providern"|"(Alexander Eichler)  - TKG 11. Teil: Überwachung der Telekommunikation - Technische Schnittstellen zur ermöglichung von Überwachungsmaßnahmen"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Liberalisierung der Telekommunikation und Folgen"|"(Moderation: Olaf Strawe, Referenten noch in Klärung)  Neue und alte Netzbetreiber und Serviceprovider stellen sich und ihre Konzepte vor."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Ergonomisches Arbeiten: Geist & Körper bei Bildschirmarbeit"|"(Referentin: Hildegard Schmidt)"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Status Quo eines Bürgernetzes: Prenzlnet (Referent: Andreas Jeromin)"|"- Stand der Verkabelung - Was das BAPT dazu sagt - LAN_Funken Probs mit Freq und Geld - diverse Probleme mit privaten Kabeln u.ä. - lieber Telekom bezahlen oder selbst Hand anlegen ?"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Nachblick: HIP´97 Film und Diskussion"|"Sabine Helmers zeigt ihren kleinen netten Film über die HIP zwecks Reflektion des diesjährigen Großereignisses"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Kommerzielle Funkdienste (Referent: Henning Heedfeld)"|"Stichworte: Betriebsfunk, Bündelfunk, GSM, Tetra, BOS, GPS Frequenzbereiche, Techniken, Abhörsecurityz"|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Key signing party (Koordination: Lutz Donnerhackze)"|"Wer an dieser Party teilnehmen will muß seinen Public Key bis zum 2. Tag des Congresses einreichen - weiteres in kürze auf dem Web-Server und auf der Eröffnungsveranstaltung."|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
"1997"|"14C3"|"Abschlussdiskussion und 500-Jahres-Plan Ideensammlung"|""|"https://events.ccc.de/congress/1997/CongressFahrplan.html"|""
